id,category_id,en,pronunciation_si,meaning_si,level
lets-see-what-the-evidence-actually,s-everyday-conversations,Let's see what the evidence actually shows.,ලෙට්ස් සී වට් දි එවිඩන්ස් ඇක්චුවලි ෂෝස්.,ඇත්තටම තියෙන සාක්ෂිවලින් මොනවද පේන්නේ කියලා බලමු.,intermediate
im-noticing-things-i-used-to,s-everyday-conversations,I'm noticing things I used to overlook.,අයිම් නෝටිසිං තිංස් අයි යූස්ට් ට ඕවර්ලුක්.,කලින් මට මඟහැරුණු දේවල් දැන් මට පේනවා.,intermediate
the-little-details-make-a-difference,s-everyday-conversations,The little details make a difference.,ද ලිට්ල් ඩීටේල්ස් මේක් අ ඩිෆරන්ස්.,පොඩි විස්තරවලිනුත් ලොකු වෙනසක් වෙනවා.,intermediate
that-reminds-me-of-something,s-everyday-conversations,That reminds me of something.,දැට් රිමයින්ඩ්ස් මී අව් සම්තිං.,ඒකෙන් මට වෙන දෙයක් මතක් වෙනවා.,beginner
ive-seen-something-similar-before,s-everyday-conversations,I've seen something similar before.,අයිව් සීන් සම්තිං සිමිලර් බිෆෝර්.,මං මීට සමාන දෙයක් කලින් දැකලා තියෙනවා.,beginner
theres-definitely-a-pattern-here,s-everyday-conversations,There's definitely a pattern here.,දෙයාර්ස් ඩෙෆිනිට්ලි අ පැටර්න් හියර්.,මෙතන එකම විදිහට නැවත නැවත වෙන රටාවක් තියෙනවා.,beginner
i-wonder-if-those-two-things,s-everyday-conversations,I wonder if those two things are connected.,අයි වන්ඩර් ඉෆ් දෝස් ටූ තිංස් ආර් කනෙක්ටිඩ්.,ඒ දේවල් දෙක අතර සම්බන්ධයක් තියෙනවද දන්නෙ නෑ.,intermediate
that-cant-be-completely-random,s-everyday-conversations,That can't be completely random.,දැට් කෑන්ට් බී කම්ප්ලීට්ලි රැන්ඩම්.,ඒක සම්පූර්ණයෙන්ම අහම්බයක් වෙන්න බෑ වගේ.,beginner
i-should-pay-closer-attention-next,s-banking-money,I should pay closer attention next time.,අයි ෂුඩ් පේ ක්ලෝසර් අටෙන්ෂන් නෙක්ස්ට් ටයිම්.,ඊළඟ පාර මං තව හොඳට අවධානය දෙන්න ඕන.,intermediate
i-nearly-missed-that,s-everyday-conversations,I nearly missed that.,අයි නියර්ලි මිස්ට් දැට්.,මට ඒක තව පොඩ්ඩෙන් මඟහැරෙනවා.,beginner
good-thing-i-noticed-in-time,s-everyday-conversations,Good thing I noticed in time.,ගුඩ් තිං අයි නෝටිස්ට් ඉන් ටයිම්.,වෙලාවට දැක්ක එක හොඳට ගියා.,intermediate
something-has-changed-but-i-cant,s-everyday-conversations,"Something has changed, but I can't tell what.","සම්තිං හැස් චේන්ජ්ඩ්, බට් අයි කෑන්ට් ටෙල් වට්.","මොකක්හරි වෙනස් වෙලා, ඒත් මොකක්ද කියලා හරියට කියන්න බෑ.",intermediate
it-feels-different-somehow,s-everyday-conversations,It feels different somehow.,ඉට් ෆීල්ස් ඩිෆරන්ට් සම්හව්.,කොහොමහරි දැන් වෙනස් ගතියක් දැනෙනවා.,beginner
maybe-im-imagining-things,s-everyday-conversations,Maybe I'm imagining things.,මේබි අයිම් ඉමැජිනිං තිංස්.,සමහරවිට ඒක මගේ හිතේ විතරක් ඇති.,beginner
no-theres-definitely-something-different,s-everyday-conversations,"No, there's definitely something different.","නෝ, දෙයාර්ස් ඩෙෆිනිට්ලි සම්තිං ඩිෆරන්ට්.","නෑ, මොකක්හරි වෙනසක් නම් අනිවාර්යයෙන්ම තියෙනවා.",beginner
ill-keep-an-eye-on-it,s-everyday-conversations,I'll keep an eye on it.,අයිල් කීප් ඇන් අයි ඔන් ඉට්.,මං ඒ ගැන අවධානයෙන් ඉන්නම්.,intermediate
im-in-no-hurry-today,s-everyday-conversations,I'm in no hurry today.,අයිම් ඉන් නෝ හරි ටුඩේ.,අද මට කිසිම හදිස්සියක් නෑ.,beginner
i-can-take-my-time-with,s-everyday-conversations,I can take my time with this.,අයි කැන් ටේක් මයි ටයිම් විත් දිස්.,මේක හදිස්සි නොවී හිමින් කරන්න පුළුවන්.,intermediate
theres-no-need-to-force-it,s-everyday-conversations,There's no need to force it.,දෙයාර්ස් නෝ නීඩ් ට ෆෝර්ස් ඉට්.,බලෙන් කරන්න ඕන නෑ.,intermediate
ill-let-the-idea-develop-naturally,s-everyday-conversations,I'll let the idea develop naturally.,අයිල් ලෙට් දි අයිඩියා ඩිවෙලප් නැචරලි.,අදහස ඉබේම හොඳට හැදෙන්න මං ඉඩ දෙන්නම්.,intermediate
sometimes-the-answer-comes-when-i,s-transportation,Sometimes the answer comes when I stop looking for it.,සම්ටයිම්ස් දි ආන්සර් කම්ස් වෙන් අයි ස්ටොප් ලුකිං ෆෝර් ඉට්.,සමහර වෙලාවට උත්තරේ හම්බෙන්නේ ඒක හොයන එක නවත්තපු වෙලාවට.,intermediate
i-need-to-give-this-my,s-everyday-conversations,I need to give this my full attention.,අයි නීඩ් ට ගිව් දිස් මයි ෆුල් අටෙන්ෂන්.,මං මේකට සම්පූර්ණ අවධානය දෙන්න ඕන.,intermediate
my-mind-keeps-wandering,s-everyday-conversations,My mind keeps wandering.,මයි මයින්ඩ් කීප්ස් වොන්ඩරිං.,මගේ හිත එක එක දේවල්වලට යනවා.,beginner
what-was-i-thinking-about-again,s-asking-questions,What was I thinking about again?,වට් වස් අයි තිංකිං අබවුට් අගේන්?,මං දැන් හිත හිත හිටියේ මොකක් ගැනද?,intermediate
i-need-to-bring-my-attention,s-everyday-conversations,I need to bring my attention back.,අයි නීඩ් ට බ්‍රිං මයි අටෙන්ෂන් බැක්.,මගේ අවධානය ආයෙ මේකට ගන්න ඕන.,intermediate
ill-finish-one-thought-before-starting,s-everyday-conversations,I'll finish one thought before starting another.,අයිල් ෆිනිෂ් වන් තෝට් බිෆෝර් ස්ටාර්ටිං අනදර්.,තව අදහසකට යන්න කලින් මේ අදහස ඉවර කරලා ඉන්නම්.,intermediate
i-can-feel-myself-getting-distracted,s-feelings-emotions,I can feel myself getting distracted.,අයි කැන් ෆීල් මයිසෙල්ෆ් ගෙටිං ඩිස්ට්‍රැක්ටිඩ්.,මගේ අවධානය වෙන පැත්තකට යනවා කියලා මටම දැනෙනවා.,intermediate
that-can-wait-for-a-few,s-meetings,That can wait for a few minutes.,දැට් කැන් වේට් ෆෝර් අ ෆියු මිනිට්ස්.,ඒක තව විනාඩි ටිකක් තියන්න පුළුවන්.,intermediate
this-is-what-matters-right-now,s-everyday-conversations,This is what matters right now.,දිස් ඉස් වට් මැටර්ස් රයිට් නව්.,දැන් වැදගත් වෙන්නේ මේක.,intermediate
ill-come-back-to-that-thought,s-everyday-conversations,I'll come back to that thought later.,අයිල් කම් බැක් ට දැට් තෝට් ලේටර්.,ඒ අදහස ගැන මං පස්සේ ආයෙ හිතන්නම්.,intermediate
i-feel-much-clearer-now,s-feelings-emotions,I feel much clearer now.,අයි ෆීල් මච් ක්ලියරර් නව්.,දැන් මගේ ඔළුව ගොඩක් පැහැදිලියි වගේ.,beginner
i-wonder-how-id-handle-this,s-everyday-conversations,I wonder how I'd handle this a year from now.,අයි වන්ඩර් හව් අයිඩ් හැන්ඩ්ල් දිස් අ යියර් ෆ්‍රම් නව්.,තව අවුරුද්දකින් මේ වගේ දෙයක් ආවොත් මං කොහොම කරයිද දන්නෙ නෑ.,intermediate
ive-changed-more-than-i-realized,s-everyday-conversations,I've changed more than I realized.,අයිව් චේන්ජ්ඩ් මෝර් දෑන් අයි රියලයිස්ඩ්.,මං හිතුවට වඩා මං ගොඩක් වෙනස් වෙලා.,intermediate
